ra,dec,prob
190.10822784810125,-37.36305084745762,1.2180821183303372e-05
190.61455696202532,-37.36305084745762,1.3747014390217148e-05
191.12088607594936,-37.36305084745762,1.5381119064342913e-05
191.6272151898734,-37.36305084745762,1.7061421328935914e-05
192.13354430379746,-37.36305084745762,1.876247856169669e-05
192.6398734177215,-37.36305084745762,2.0455633658744206e-05
193.14620253164557,-37.36305084745762,2.2109727639250334e-05
193.6525316455696,-37.36305084745762,2.369199189092555e-05
194.15886075949365,-37.36305084745762,2.5169088341875962e-05
194.66518987341772,-37.36305084745762,2.650825392349194e-05
195.17151898734176,-37.36305084745762,2.767849590766475e-05
195.67784810126582,-37.36305084745762,2.8651778000040477e-05
196.18417721518986,-37.36305084745762,2.9404134184981453e-05
196.69050632911393,-37.36305084745762,2.991664869403712e-05
197.19683544303797,-37.36305084745762,3.0176246205983234e-05
197.703164556962,-37.36305084745762,3.0176246205983234e-05
198.20949367088608,-37.36305084745762,2.991664869403711e-05
198.71582278481011,-37.36305084745762,2.9404134184981453e-05
199.22215189873418,-37.36305084745762,2.8651778000040433e-05
199.72848101265822,-37.36305084745762,2.767849590766475e-05
200.23481012658226,-37.36305084745762,2.650825392349194e-05
200.74113924050633,-37.36305084745762,2.5169088341875962e-05
201.24746835443037,-37.36305084745762,2.369199189092555e-05
201.75379746835443,-37.36305084745762,2.2109727639250232e-05
202.26012658227847,-37.36305084745762,2.0455633658744206e-05
202.7664556962025,-37.36305084745762,1.876247856169669e-05
203.27278481012658,-37.36305084745762,1.7061421328935914e-05
203.77911392405062,-37.36305084745762,1.5381119064342913e-05
204.2854430379747,-37.36305084745762,1.3747014390217065e-05
204.79177215189873,-37.36305084745762,1.2180821183303372e-05
205.29810126582277,-37.36305084745762,1.0700214291717779e-05
205.80443037974683,-37.36305084745762,9.318716726668583e-06
206.31075949367087,-37.36305084745762,8.04576738030018e-06
206.81708860759494,-37.36305084745762,6.8869441521046485e-06
207.32341772151898,-37.36305084745762,5.844311794238263e-06
207.82974683544302,-37.36305084745762,4.916860887428543e-06
208.33607594936709,-37.36305084745762,4.101003988225206e-06
208.84240506329112,-37.36305084745762,3.391096818966978e-06
209.3487341772152,-37.36305084745762,2.7799559509012216e-06
209.85506329113923,-37.36305084745762,2.259349236121082e-06
210.36139240506327,-37.36305084745762,1.8204407395300953e-06
210.86772151898734,-37.36305084745762,1.45417760664009e-06
211.37405063291138,-37.36305084745762,1.1516117469183514e-06
211.88037974683544,-37.36305084745762,9.041540814335689e-07
212.38670886075948,-37.36305084745762,7.037631699109376e-07
212.89303797468352,-37.36305084745762,5.430731736524123e-07
213.3993670886076,-37.36305084745762,4.154682997938273e-07
213.90569620253163,-37.36305084745762,3.151121597336032e-07
214.4120253164557,-37.36305084745762,2.3694096835826372e-07
214.91835443037974,-37.36305084745762,1.7662935497798993e-07
215.42468354430378,-37.36305084745762,1.3053691179113335e-07
215.93101265822784,-37.36305084745762,9.564263052700415e-08
216.43734177215188,-37.36305084745762,6.947321830227872e-08
216.94367088607595,-37.36305084745762,5.00300630689606e-08
217.45,-37.36305084745762,3.571843402043279e-08
177.45,-36.85457627118644,4.7223753632409936e-08
177.95632911392403,-36.85457627118644,6.614532348285449e-08
178.4626582278481,-36.85457627118644,9.185134329463205e-08
178.96898734177213,-36.85457627118644,1.2645022506247376e-07
179.4753164556962,-36.85457627118644,1.725843568291297e-07
179.98164556962024,-36.85457627118644,2.3352370764520415e-07
180.48797468354428,-36.85457627118644,3.1326238739286385e-07
180.99430379746835,-36.85457627118644,4.166134212189616e-07
181.5006329113924,-36.85457627118644,5.492954316058838e-07
182.00696202531645,-36.85457627118644,7.180033072631814e-07
182.5132911392405,-36.85457627118644,9.304534048840474e-07
183.01962025316453,-36.85457627118644,1.1953925405277143e-06
183.5259493670886,-36.85457627118644,1.5225591745022e-06
184.03227848101264,-36.85457627118644,1.922584987753249e-06
184.5386075949367,-36.85457627118644,2.4068257006114257e-06
185.04493670886075,-36.85457627118644,2.987111686786726e-06
185.55126582278479,-36.85457627118644,3.675411829623102e-06
186.05759493670885,-36.85457627118644,4.483408220834564e-06
186.5639240506329,-36.85457627118644,5.421984678127016e-06
187.07025316455696,-36.85457627118644,6.500638495515542e-06
187.576582278481,-36.85457627118644,7.726832037603165e-06
188.08291139240504,-36.85457627118644,9.105308304756833e-06
188.5892405063291,-36.85457627118644,1.06374018618404e-05
189.09556962025314,-36.85457627118644,1.2320382876211037e-05
189.6018987341772,-36.85457627118644,1.4146876742608902e-05
190.10822784810125,-36.85457627118644,1.610440419285178e-05
190.61455696202532,-36.85457627118644,1.817508629783265e-05
191.12088607594936,-36.85457627118644,2.0335554936976794e-05
191.6272151898734,-36.85457627118644,2.2557101943369288e-05
192.13354430379746,-36.85457627118644,2.4806089332586036e-05
192.6398734177215,-36.85457627118644,2.7044629217024733e-05
193.14620253164557,-36.85457627118644,2.9231525948712047e-05
193.6525316455696,-36.85457627118644,3.132345576735236e-05
194.15886075949365,-36.85457627118644,3.327634202353836e-05
194.66518987341772,-36.85457627118644,3.504686828633754e-05
195.17151898734176,-36.85457627118644,3.65940587124146e-05
195.67784810126582,-36.85457627118644,3.7880846193604136e-05
196.18417721518986,-36.85457627118644,3.887554498418236e-05
196.69050632911393,-36.85457627118644,3.9553146328486395e-05
197.19683544303797,-36.85457627118644,3.9896363193501165e-05
197.703164556962,-36.85457627118644,3.9896363193501165e-05
198.20949367088608,-36.85457627118644,3.9553146328486375e-05
198.71582278481011,-36.85457627118644,3.887554498418236e-05
199.22215189873418,-36.85457627118644,3.788084619360408e-05
199.72848101265822,-36.85457627118644,3.65940587124146e-05
200.23481012658226,-36.85457627118644,3.504686828633754e-05
200.74113924050633,-36.85457627118644,3.327634202353836e-05
201.24746835443037,-36.85457627118644,3.132345576735236e-05
201.75379746835443,-36.85457627118644,2.923152594871192e-05
202.26012658227847,-36.85457627118644,2.7044629217024733e-05
202.7664556962025,-36.85457627118644,2.4806089332586036e-05
203.27278481012658,-36.85457627118644,2.2557101943369288e-05
203.77911392405062,-36.85457627118644,2.0335554936976794e-05
204.2854430379747,-36.85457627118644,1.8175086297832536e-05
204.79177215189873,-36.85457627118644,1.610440419285178e-05
205.29810126582277,-36.85457627118644,1.4146876742608902e-05
205.80443037974683,-36.85457627118644,1.2320382876211037e-05
206.31075949367087,-36.85457627118644,1.06374018618404e-05
206.81708860759494,-36.85457627118644,9.105308304756833e-06
207.32341772151898,-36.85457627118644,7.726832037603165e-06
207.82974683544302,-36.85457627118644,6.500638495515542e-06
208.33607594936709,-36.85457627118644,5.421984678127016e-06
208.84240506329112,-36.85457627118644,4.483408220834564e-06
209.3487341772152,-36.85457627118644,3.675411829623102e-06
209.85506329113923,-36.85457627118644,2.987111686786726e-06
210.36139240506327,-36.85457627118644,2.4068257006114257e-06
210.86772151898734,-36.85457627118644,1.922584987753249e-06
211.37405063291138,-36.85457627118644,1.5225591745022e-06
211.88037974683544,-36.85457627118644,1.1953925405277143e-06
212.38670886075948,-36.85457627118644,9.304534048840474e-07
212.89303797468352,-36.85457627118644,7.180033072631814e-07
213.3993670886076,-36.85457627118644,5.492954316058838e-07
213.90569620253163,-36.85457627118644,4.166134212189616e-07
214.4120253164557,-36.85457627118644,3.1326238739286385e-07
214.91835443037974,-36.85457627118644,2.3352370764520415e-07
215.42468354430378,-36.85457627118644,1.725843568291297e-07
215.93101265822784,-36.85457627118644,1.2645022506247376e-07
216.43734177215188,-36.85457627118644,9.185134329463205e-08
216.94367088607595,-36.85457627118644,6.614532348285449e-08
217.45,-36.85457627118644,4.7223753632409936e-08
177.45,-36.34610169491525,6.179270228130367e-08
177.95632911392403,-36.34610169491525,8.655174497758312e-08
178.4626582278481,-36.34610169491525,1.2018830088186238e-07
178.96898734177213,-36.34610169491525,1.654612458702713e-07
179.4753164556962,-36.34610169491525,2.258281682342509e-07
179.98164556962024,-36.34610169491525,3.0556785160430077e-07
180.48797468354428,-36.34610169491525,4.099066243394215e-07
180.99430379746835,-36.34610169491525,5.451423727170779e-07
181.5006329113924,-36.34610169491525,7.187579651950349e-07
182.00696202531645,-36.34610169491525,9.395137232855542e-07
182.5132911392405,-36.34610169491525,1.2175065684563887e-06
183.01962025316453,-36.34610169491525,1.5641817874347309e-06
183.5259493670886,-36.34610169491525,1.992282242280548e-06
184.03227848101264,-36.34610169491525,2.5157195822147898e-06
184.5386075949367,-36.34610169491525,3.1493528684429245e-06
185.04493670886075,-36.34610169491525,3.908662250345462e-06
185.55126582278479,-36.34610169491525,4.8093091183927566e-06
186.05759493670885,-36.34610169491525,5.866579593652723e-06
186.5639240506329,-36.34610169491525,7.094715248542925e-06
187.07025316455696,-36.34610169491525,8.5061433768808e-06
187.576582278481,-36.34610169491525,1.0110628549221614e-05
188.08291139240504,-36.34610169491525,1.191437702379459e-05
188.5892405063291,-36.34610169491525,1.3919135090611932e-05
189.09556962025314,-36.34610169491525,1.612133073934406e-05
189.6018987341772,-36.34610169491525,1.851131423331798e-05
190.10822784810125,-36.34610169491525,2.1072756338956137e-05
190.61455696202532,-36.34610169491525,2.3782262318262517e-05
191.12088607594936,-36.34610169491525,2.660925477730978e-05
191.6272151898734,-36.34610169491525,2.9516168823967003e-05
192.13354430379746,-36.34610169491525,3.245898885597946e-05
192.6398734177215,-36.34610169491525,3.538813823492697e-05
193.14620253164557,-36.34610169491525,3.824971208847952e-05
193.6525316455696,-36.34610169491525,4.0987020890376755e-05
194.15886075949365,-36.34610169491525,4.354238995224928e-05
194.66518987341772,-36.34610169491525,4.585913933837375e-05
195.17151898734176,-36.34610169491525,4.7883651792746914e-05
195.67784810126582,-36.34610169491525,4.9567424674153e-05
196.18417721518986,-36.34610169491525,5.086899690206646e-05
196.69050632911393,-36.34610169491525,5.175564429693289e-05
197.19683544303797,-36.34610169491525,5.2204746622065006e-05
197.703164556962,-36.34610169491525,5.2204746622065006e-05
198.20949367088608,-36.34610169491525,5.175564429693287e-05
198.71582278481011,-36.34610169491525,5.086899690206646e-05
199.22215189873418,-36.34610169491525,4.9567424674152914e-05
199.72848101265822,-36.34610169491525,4.7883651792746914e-05
200.23481012658226,-36.34610169491525,4.585913933837375e-05
200.74113924050633,-36.34610169491525,4.354238995224928e-05
201.24746835443037,-36.34610169491525,4.0987020890376755e-05
201.75379746835443,-36.34610169491525,3.824971208847933e-05
202.26012658227847,-36.34610169491525,3.538813823492697e-05
202.7664556962025,-36.34610169491525,3.245898885597946e-05
203.27278481012658,-36.34610169491525,2.9516168823967003e-05
203.77911392405062,-36.34610169491525,2.660925477730978e-05
204.2854430379747,-36.34610169491525,2.378226231826237e-05
204.79177215189873,-36.34610169491525,2.1072756338956137e-05
205.29810126582277,-36.34610169491525,1.851131423331798e-05
205.80443037974683,-36.34610169491525,1.612133073934406e-05
206.31075949367087,-36.34610169491525,1.3919135090611932e-05
206.81708860759494,-36.34610169491525,1.191437702379459e-05
207.32341772151898,-36.34610169491525,1.0110628549221614e-05
207.82974683544302,-36.34610169491525,8.5061433768808e-06
208.33607594936709,-36.34610169491525,7.094715248542925e-06
208.84240506329112,-36.34610169491525,5.866579593652723e-06
209.3487341772152,-36.34610169491525,4.8093091183927566e-06
209.85506329113923,-36.34610169491525,3.908662250345462e-06
210.36139240506327,-36.34610169491525,3.1493528684429245e-06
210.86772151898734,-36.34610169491525,2.5157195822147898e-06
211.37405063291138,-36.34610169491525,1.992282242280548e-06
211.88037974683544,-36.34610169491525,1.5641817874347309e-06
212.38670886075948,-36.34610169491525,1.2175065684563887e-06
212.89303797468352,-36.34610169491525,9.395137232855542e-07
213.3993670886076,-36.34610169491525,7.187579651950349e-07
213.90569620253163,-36.34610169491525,5.451423727170779e-07
214.4120253164557,-36.34610169491525,4.099066243394215e-07
214.91835443037974,-36.34610169491525,3.0556785160430077e-07
215.42468354430378,-36.34610169491525,2.258281682342509e-07
215.93101265822784,-36.34610169491525,1.654612458702713e-07
216.43734177215188,-36.34610169491525,1.2018830088186238e-07
216.94367088607595,-36.34610169491525,8.655174497758312e-08
217.45,-36.34610169491525,6.179270228130367e-08
177.45,-35.837627118644065,8.00244062395998e-08
177.95632911392403,-35.837627118644065,1.120885111853732e-07
178.4626582278481,-35.837627118644065,1.556494061585567e-07
178.96898734177213,-35.837627118644065,2.1427996296642214e-07
179.4753164556962,-35.837627118644065,2.9245791829677396e-07
179.98164556962024,-35.837627118644065,3.957244947668021e-07
180.48797468354428,-35.837627118644065,5.308480292237655e-07
180.99430379746835,-35.837627118644065,7.059845755593397e-07
181.5006329113924,-35.837627118644065,9.308247943725012e-07
182.00696202531645,-35.837627118644065,1.2167137070266991e-06
182.5132911392405,-35.837627118644065,1.5767272936211143e-06
183.01962025316453,-35.837627118644065,2.025687729603195e-06
183.5259493670886,-35.837627118644065,2.5800976104655307e-06
184.03227848101264,-35.837627118644065,3.25797316510925e-06
184.5386075949367,-35.837627118644065,4.078557564755982e-06
185.04493670886075,-35.837627118644065,5.061898318528026e-06
185.55126582278479,-35.837627118644065,6.228277651138094e-06
186.05759493670885,-35.837627118644065,7.59749179607342e-06
186.5639240506329,-35.837627118644065,9.187984248027683e-06
187.07025316455696,-35.837627118644065,1.1015848927030108e-05
187.576582278481,-35.837627118644065,1.3093731403383052e-05
188.08291139240504,-35.837627118644065,1.54296690684196e-05
188.5892405063291,-35.837627118644065,1.80259234484396e-05
189.09556962025314,-35.837627118644065,2.0877868624925907e-05
189.6018987341772,-35.837627118644065,2.397300774276272e-05
190.10822784810125,-35.837627118644065,2.7290193689537907e-05
190.61455696202532,-35.837627118644065,3.079912919796675e-05
191.12088607594936,-35.837627118644065,3.446021512926663e-05
191.6272151898734,-35.837627118644065,3.8224803211436996e-05
192.13354430379746,-35.837627118644065,4.2035891204639254e-05
192.6398734177215,-35.837627118644065,4.582927507010403e-05
193.14620253164557,-35.837627118644065,4.953514550604693e-05
193.6525316455696,-35.837627118644065,5.3080086955104345e-05
194.15886075949365,-35.837627118644065,5.6389408029435555e-05
194.66518987341772,-35.837627118644065,5.938970559186572e-05
195.17151898734176,-35.837627118644065,6.201154281705057e-05
195.67784810126582,-35.837627118644065,6.419210654225328e-05
196.18417721518986,-35.837627118644065,6.587770275137461e-05
196.69050632911393,-35.837627118644065,6.70259521189952e-05
197.19683544303797,-35.837627118644065,6.760756039283166e-05
197.703164556962,-35.837627118644065,6.760756039283166e-05
198.20949367088608,-35.837627118644065,6.702595211899517e-05
198.71582278481011,-35.837627118644065,6.587770275137461e-05
199.22215189873418,-35.837627118644065,6.419210654225318e-05
199.72848101265822,-35.837627118644065,6.201154281705057e-05
200.23481012658226,-35.837627118644065,5.938970559186572e-05
200.74113924050633,-35.837627118644065,5.6389408029435555e-05
201.24746835443037,-35.837627118644065,5.3080086955104345e-05
201.75379746835443,-35.837627118644065,4.953514550604671e-05
202.26012658227847,-35.837627118644065,4.582927507010403e-05
202.7664556962025,-35.837627118644065,4.2035891204639254e-05
203.27278481012658,-35.837627118644065,3.8224803211436996e-05
203.77911392405062,-35.837627118644065,3.446021512926663e-05
204.2854430379747,-35.837627118644065,3.079912919796655e-05
204.79177215189873,-35.837627118644065,2.7290193689537907e-05
205.29810126582277,-35.837627118644065,2.397300774276272e-05
205.80443037974683,-35.837627118644065,2.0877868624925907e-05
206.31075949367087,-35.837627118644065,1.80259234484396e-05
206.81708860759494,-35.837627118644065,1.54296690684196e-05
207.32341772151898,-35.837627118644065,1.3093731403383052e-05
207.82974683544302,-35.837627118644065,1.1015848927030108e-05
208.33607594936709,-35.837627118644065,9.187984248027683e-06
208.84240506329112,-35.837627118644065,7.59749179607342e-06
209.3487341772152,-35.837627118644065,6.228277651138094e-06
209.85506329113923,-35.837627118644065,5.061898318528026e-06
210.36139240506327,-35.837627118644065,4.078557564755982e-06
210.86772151898734,-35.837627118644065,3.25797316510925e-06
211.37405063291138,-35.837627118644065,2.5800976104655307e-06
211.88037974683544,-35.837627118644065,2.025687729603195e-06
212.38670886075948,-35.837627118644065,1.5767272936211143e-06
212.89303797468352,-35.837627118644065,1.2167137070266991e-06
213.3993670886076,-35.837627118644065,9.308247943725012e-07
213.90569620253163,-35.837627118644065,7.059845755593397e-07
214.4120253164557,-35.837627118644065,5.308480292237655e-07
214.91835443037974,-35.837627118644065,3.957244947668021e-07
215.42468354430378,-35.837627118644065,2.9245791829677396e-07
215.93101265822784,-35.837627118644065,2.1427996296642214e-07
216.43734177215188,-35.837627118644065,1.556494061585567e-07
216.94367088607595,-35.837627118644065,1.120885111853732e-07
217.45,-35.837627118644065,8.00244062395998e-08
177.45,-35.329152542372874,1.0256904741101944e-07
177.95632911392403,-35.329152542372874,1.4366631829270592e-07
178.4626582278481,-35.329152542372874,1.9949927865723908e-07
178.96898734177213,-35.329152542372874,2.7464735714413164e-07
179.4753164556962,-35.329152542372874,3.748497676783252e-07
179.98164556962024,-35.329152542372874,5.072088175688649e-07
180.48797468354428,-35.329152542372874,6.80399633512745e-07
180.99430379746835,-35.329152542372874,9.048760097661486e-07
181.5006329113924,-35.329152542372874,1.1930586798668503e-06
182.00696202531645,-35.329152542372874,1.559488808051955e-06
182.5132911392405,-35.329152542372874,2.0209261665679706e-06
183.01962025316453,-35.329152542372874,2.596368664773361e-06
183.5259493670886,-35.329152542372874,3.306968043480992e-06
184.03227848101264,-35.329152542372874,4.175816100845479e-06
