# P t0 rp_rs a_rs b
9.314349903297479472e+00 4.499156581518585796e+01 1.245104694803138984e-02 9.202374454270520587e+00 6.158417190537432973e-01
9.314349903297479472e+00 4.499156581518585796e+01 1.245104694803138984e-02 9.202374454270520587e+00 6.158417190537432973e-01
9.314349903297479472e+00 4.499156581518585796e+01 1.245104694803138984e-02 9.202374454270520587e+00 6.158417190537432973e-01
9.314349903297479472e+00 4.499156581518585796e+01 1.245104694803138984e-02 9.202374454270520587e+00 6.158417190537432973e-01
9.314349903297479472e+00 4.499156581518585796e+01 1.245104694803138984e-02 9.202374454270520587e+00 6.158417190537432973e-01
9.314349903297479472e+00 4.499156581518585796e+01 1.245104694803138984e-02 9.202374454270520587e+00 6.158417190537432973e-01
9.314349903297479472e+00 4.499156581518585796e+01 1.245104694803138984e-02 9.202374454270520587e+00 6.158417190537432973e-01
9.314151508915738731e+00 4.498425923927549519e+01 1.089793458531712611e-02 9.595647273058753868e+00 6.129181597867096043e-01
9.314151508915738731e+00 4.498425923927549519e+01 1.089793458531712611e-02 9.595647273058753868e+00 6.129181597867096043e-01
9.314151508915738731e+00 4.498425923927549519e+01 1.089793458531712611e-02 9.595647273058753868e+00 6.129181597867096043e-01
9.314151508915738731e+00 4.498425923927549519e+01 1.089793458531712611e-02 9.595647273058753868e+00 6.129181597867096043e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.082724495629570072e+00 4.498918003447152358e+01 1.214410301661389760e-02 1.023727813860068814e+01 7.058335679497461657e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.085149558919688673e+00 4.498394721128406104e+01 1.657557986674616790e-02 1.076341343164467190e+01 7.893860090492434978e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.078310472221366112e+00 4.499803480017833834e+01 1.483651220798851492e-02 1.077471397109668949e+01 7.700692883793098797e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
9.098790917177014492e+00 4.499158931996209532e+01 1.270408520449064008e-02 1.063648385093740245e+01 6.940599943297376395e-01
